"Word","Length","Freq_HAL","Log_Freq_HAL","MorphSp","POS"
"sleeps","6","1659","7.41","{sleep}>s>","VB"
"sleepwalk","9","27","3.30","{sleep}{walk}","NN|VB"
"sleepwalker","11","259","5.56","{sleep}{walk}>er>","NN"
"sleepy","6","1205","7.09","{sleep}>y>","JJ"
"sleepyhead","10","28","3.33","{sleep}>y>{head}","NN"
"sleet","5","140","4.94","{sleet}","NN"
"sleeve","6","4251","8.35","{sleeve}","NN"
"sleeveless","10","152","5.02","{sleeve}>less>","JJ"
"sleeves","7","3157","8.06","{sleeve}>s>","NN"
"sleigh","6","739","6.61","{sleigh}","NN"
"sleight","7","3268","8.09","{sleight}","NN"
"slender","7","1810","7.50","{slender}","JJ"
"slenderer","9","1","0.00","{slender}>er>","JJ"
"slept","5","3156","8.06","{slept}","VB"
"sleuth","6","230","5.44","{sleuth}","NN"
"sleuthing","9","66","4.19","{sleuth}>ing>","VB|NN"
"slew","4","1254","7.13","{slew}","NN"
"slice","5","3517","8.17","{slice}","NN|VB"
"sliced","6","1803","7.50","{slice}>ed>","VB"
"slices","6","1855","7.53","{slice}>s>","NN|VB"
"slick","5","4655","8.45","{slick}","JJ"
"slicker","7","258","5.55","{slick}>er>","JJ|NN"
"slickers","8","134","4.90","{slick}>er>>s>","NN"
"slid","4","4980","8.51","{slid}","VB|JJ"
"slide","5","10004","9.21","{slide}","NN|VB"
"slides","6","3016","8.01","{slide}>s>","NN|VB"
"sliding","7","4432","8.40","{slide}>ing>","VB"
"slight","6","13036","9.48","{slight}","JJ|NN|VB"
"slighter","8","22","3.09","{slight}>er>","JJ"
"slightest","9","3175","8.06","{slight}>est>","JJ"
"slightly","8","35773","10.48","{slight}>ly>","RB"
"slights","7","84","4.43","{slight}>s>","VB|NN"
"slim","4","3707","8.22","{slim}","JJ|NN|VB"
"slime","5","1921","7.56","{slime}","NN"
"slimed","6","39","3.66","{slime}>ed>","VB|JJ"
"slimly","6","1","0.00","{slim}>ly>","RB"
"slimmer","7","195","5.27","{slim}>er>","JJ|NN"
"slimy","5","1228","7.11","{slime}>y>","JJ"
"sling","5","782","6.66","{sling}","NN|VB"
"slinger","7","66","4.19","{sling}>er>","NN"
"slinging","8","286","5.66","{sling}>ing>","VB|NN"
"slings","6","253","5.53","{sling}>s>","NN|VB"
"slingshot","9","316","5.76","{sling}{shot}","NN"
"slink","5","150","5.01","{slink}","NN|VB"
"slinky","6","253","5.53","{slink}>y>","JJ"
"slip","4","24291","10.10","{slip}","NN|VB"
"slipcover","9","41","3.71","{slip}{cover}","NN"
"slipknot","8","1413","7.25","{slip}{knot}","NN"
"slipover","8","4","1.39","{slip}{over}","NN|JJ"
"slippage","8","305","5.72","{slip}>age>","NN"
"slipped","7","5281","8.57","{slip}>ed>","VB"
"slipper","7","334","5.81","{slip}>er>","NN"
"slippers","8","472","6.16","{slip}>er>>s>","NN"
"slippery","8","2431","7.80","{slip}>er>>y>","JJ"
"slipping","8","2157","7.68","{slip}>ing>","VB"
"slips","5","1980","7.59","{slip}>s>","NN|VB"
"slipshod","8","73","4.29","{slip}{shod}","JJ"
"slipstream","10","309","5.73","{slip}{stream}","NN"
"slit","4","2568","7.85","{slit}","NN|VB"
"slither","7","183","5.21","{slither}","VB|NN"
"slits","5","483","6.18","{slit}>s>","NN|VB"
"sliver","6","539","6.29","{sliver}","NN"
"sloan","5","1541","7.34","{sloan}","NN"
"slob","4","379","5.94","{slob}","NN|VB"
"slobber","7","125","4.83","{slobber}","VB"
"sloe","4","29","3.37","{sloe}","NN"
"slogan","6","1544","7.34","{slogan}","NN"
"slogans","7","1346","7.20","{slogan}>s>","NN"
"sloop","5","153","5.03","{sloop}","NN"
"slop","4","407","6.01","{slop}","NN|VB"
"slope","5","2688","7.90","{slope}","NN|VB"
"slopes","6","1187","7.08","{slope}>s>","NN|VB"
"slope's","7","3","1.10","{slope}>'s>","encl"
"sloping","7","472","6.16","{slope}>ing>","VB|JJ"
"slopped","7","30","3.40","{slop}>ed>","VB|JJ"
"sloppily","8","144","4.97","{slop}>y>>ly>","RB"
"slopping","8","53","3.97","{slop}>ing>","VB|NN"
"sloppy","6","2425","7.79","{slop}>y>","JJ"
"slosh","5","115","4.74","{slosh}","VB"
"sloshed","7","72","4.28","{slosh}>ed>","VB|JJ"
"slot","4","11956","9.39","{slot}","NN|VB"
"sloth","5","748","6.62","{sloth}","NN"
"slothful","8","62","4.13","{sloth}>ful>","JJ"
"slots","5","9484","9.16","{slot}>s>","NN|VB"
"slotted","7","342","5.83","{slot}>ed>","VB"
"slouch","6","195","5.27","{slouch}","VB|NN"
"slouches","8","42","3.74","{slouch}>s>","VB|NN"
"slough","6","362","5.89","{slough}","NN|VB"
"Slovak","6","1402","7.25","{slovak}","NN|JJ"
"sloven","6","12","2.48","{sloven}","NN"
"Slovenia","8","1144","7.04","{slovenia}","NN"
"slovenliness","12","2","0.69","{sloven}>ly>>ness>","NN"
"slovenly","8","80","4.38","{sloven}>ly>","JJ"
"slow","4","43719","10.69","{slow}","JJ|VB|NN"
"slowed","6","2433","7.80","{slow}>ed>","VB"
"slower","6","13019","9.47","{slow}>er>","JJ|RB"
"slowest","7","918","6.82","{slow}>est>","JJ|NN"
"slowing","7","2117","7.66","{slow}>ing>","VB"
"slowly","6","24077","10.09","{slow}>ly>","RB"
"slowness","8","906","6.81","{slow}>ness>","NN"
"sludge","6","645","6.47","{sludge}","NN"
"slug","4","4597","8.43","{slug}","NN|VB"
"sluggard","8","19","2.94","{sluggard}","NN"
"slugged","7","64","4.16","{slug}>ed>","VB"
"slugging","8","198","5.29","{slug}>ing>","VB|NN"
"sluggish","8","856","6.75","{slug}>ish>","JJ"
"sluggishly","10","56","4.03","{slug}>ish>>ly>","RB"
"slugs","5","721","6.58","{slug}>s>","NN|VB"
"sluice","6","23","3.14","{sluice}","NN|VB"
"sluiced","7","5","1.61","{sluice}>ed>","VB|JJ"
"sluices","7","6","1.79","{sluice}>s>","NN|VB"
"sluicing","8","14","2.64","{sluice}>ing>","VB|NN"
"slum","4","467","6.15","{slum}","NN|VB"
"slumber","7","344","5.84","{slumber}","NN|VB"
"slumbered","9","15","2.71","{slumber}>ed>","VB"
"slumming","8","77","4.34","{slum}>ing>","VB|NN|JJ"
"slump","5","492","6.20","{slump}","NN|VB"
"slumped","7","392","5.97","{slump}>ed>","VB|JJ"
"slums","5","335","5.81","{slum}>s>","NN|VB"
"slung","5","232","5.45","{slung}","VB"
"slur","4","658","6.49","{slur}","NN|VB"
"slurp","5","306","5.72","{slurp}","NN|VB"
"slurped","7","105","4.65","{slurp}>ed>","VB|JJ"
"slush","5","351","5.86","{slush}","NN"
"slushy","6","83","4.42","{slush}>y>","JJ"
"slut","4","2118","7.66","{slut}","NN"
"sly","3","1115","7.02","{sly}","JJ|RB"
"slyness","7","7","1.95","{sly}>ness>","NN"
"smack","5","2232","7.71","{smack}","RB"
"smacked","7","625","6.44","{smack}>ed>","VB"
"smacks","6","735","6.60","{smack}>s>","VB"
"small","5","158742","11.98","{small}","JJ|NN"
"smaller","7","28021","10.24","{small}>er>","JJ|NN"
"smallest","8","3473","8.15","{small}>est>","JJ"
"smallish","8","520","6.25","{small}>ish>","JJ"
"smallness","9","62","4.13","{small}>ness>","NN"
"smallpox","8","391","5.97","{small}{pox}","NN"
"smalltime","9","11","2.40","{small}{time}","JJ"
"smart","5","17782","9.79","{smart}","JJ|NN|VB"
"smarted","7","22","3.09","{smart}>ed>","VB"
"smarter","7","2833","7.95","{smart}>er>","JJ"
"smartly","7","162","5.09","{smart}>ly>","RB"
"smash","5","2573","7.85","{smash}","NN|VB"
"smashed","7","1806","7.50","{smash}>ed>","VB"
"smasher","7","84","4.43","{smash}>er>","NN"
"smashing","8","1559","7.35","{smash}>ing>","JJ|VB"
"smatterings","11","10","2.30","{smatter}>ing>>s>","NN"
"smear","5","1826","7.51","{smear}","NN|VB"
"smeared","7","641","6.46","{smear}>ed>","VB"
"smell","5","9693","9.18","{smell}","NN|VB"
"smelled","7","1234","7.12","{smell}>ed>","VB"
"smelling","8","887","6.79","{smell}>ing>","VB"
"smells","6","2817","7.94","{smell}>s>","VB|NN"
"smelly","6","1002","6.91","{smell}>y>","JJ"
"smelt","5","198","5.29","{smel--t}","VB"
"smelts","6","9","2.20","{smelt}>s>","VB|NN"
"smile","5","12276","9.42","{smile}","NN|VB"
"smiled","6","8379","9.03","{smile}>ed>","VB"
"smiles","6","2487","7.82","{smile}>s>","NN|VB"
"smiling","7","4457","8.40","{smile}>ing>","VB|NN"
"smilingly","9","28","3.33","{smile}>ing>>ly>","RB"
"smirch","6","5","1.61","{smirch}","VB|NN"
"smirk","5","632","6.45","{smirk}","NN|VB"
"smirked","7","240","5.48","{smirk}>ed>","VB"
"smite","5","216","5.38","{smite}","VB"
"smith","5","45658","10.73","{smith}","NN"
"smithereens","11","165","5.11","{smithereens}","NN"
"Smith's","7","1189","7.08","{smith}>'s>","encl"
"Smithsonian","11","1296","7.17","{smith--son}>ian>","NN"
"smithy","6","70","4.25","{smith}>y>","NN"
"smitten","7","205","5.32","{smit}>en>","VB|JJ"
"smock","5","163","5.09","{smock}","NN"
"smocking","8","134","4.90","{smock}>ing>","NN|JJ|VB"
"smog","4","727","6.59","{smog}","NN"
"smoke","5","16648","9.72","{smoke}","NN|VB"
"smoked","6","2101","7.65","{smoke}>ed>","VB|JJ"
"smokehouse","10","44","3.78","{smoke}{house}","NN"
"smoker","6","947","6.85","{smoke}>er>","NN"
"smokers","7","1992","7.60","{smoke}>er>>s>","NN"
"smokes","6","917","6.82","{smoke}>s>","VB"
"smokescreen","11","305","5.72","{smoke}{screen}","NN"
"smokestack","10","108","4.68","{smoke}{stack}","NN"
"smoking","7","9023","9.11","{smoke}>ing>","NN|VB"
"smoky","5","469","6.15","{smoke}>y>","JJ"
"smoldered","9","4","1.39","{smolder}>ed>","VB"
"smoldering","10","198","5.29","{smolder}>ing>","VB"
"smolders","8","10","2.30","{smolder}>s>","VB"
"smooch","6","143","4.96","{smooch}","NN|VB"
"smooching","9","47","3.85","{smooch}>ing>","VB|NN|JJ"
"smooth","6","13504","9.51","{smooth}","JJ|NN|VB"
"smoothbore","10","68","4.22","{smooth}{bore}","NN"
"smoothed","8","723","6.58","{smooth}>ed>","VB"
"smoother","8","1528","7.33","{smooth}>er>","JJ"
"smoothest","9","211","5.35","{smooth}>est>","JJ"
"smoothie","8","59","4.08","{smooth}>y>","NN"
"smoothing","9","550","6.31","{smooth}>ing>","VB"
"smoothly","8","3340","8.11","{smooth}>ly>","RB"
"smoothness","10","565","6.34","{smooth}>ness>","NN"
"smote","5","49","3.89","{smote}","VB"
"smorgasbord","11","54","3.99","{smorgasbord}","NN"
"smother","7","178","5.18","{smother}","VB"
"smothered","9","358","5.88","{smother}>ed>","VB"
"smothering","10","166","5.11","{smother}>ing>","VB"
"smoulder","8","5","1.61","{smoulder}","VB"
"smudge","6","335","5.81","{smudge}","NN"
"smudged","7","87","4.47","{smudge}>ed>","JJ|VB"
"smug","4","1002","6.91","{smug}","JJ"
"smuggle","7","335","5.81","{smuggle}","VB"
"smuggled","8","489","6.19","{smuggle}>ed>","VB"
"smuggler","8","310","5.74","{smuggle}>er>","NN"
"smugglers","9","521","6.26","{smuggle}>er>>s>","NN"
"smuggling","9","1348","7.21","{smuggle}>ing>","VB|NN"
"smut","4","849","6.74","{smut}","NN"
"smutty","6","71","4.26","{smut}>y>","JJ"
"snack","5","1669","7.42","{snack}","NN"
"snacks","6","967","6.87","{snack}>s>","NN"
"snag","4","1431","7.27","{snag}","NN|VB"
"snags","5","203","5.31","{snag}>s>","NN|VB"
"snail","5","10191","9.23","{snail}","NN"
"snails","6","612","6.42","{snail}>s>","NN"
"snail's","7","85","4.44","{snail}>'s>","encl"
"snake","5","5217","8.56","{snake}","NN|VB"
"snakebite","9","116","4.75","{snake}{bite}","NN"
"snaked","6","137","4.92","{snake}>ed>","VB"
"snakes","6","2618","7.87","{snake}>s>","NN|VB"
"snap","4","8365","9.03","{snap}","NN|VB"
"snapdragon","10","61","4.11","{snap}{dragon}","NN"
"snapdragons","11","10","2.30","{snap}{dragon}>s>","NN"
"snapped","7","1825","7.51","{snap}>ed>","VB"
"snapper","7","377","5.93","{snap}>er>","NN"
"snapping","8","751","6.62","{snap}>ing>","VB"
"snappish","8","10","2.30","{snap}>ish>","JJ"
"snappy","6","886","6.79","{snap}>y>","JJ"
"snapshot","8","1467","7.29","{snap}{shot}","NN"
"snapshots","9","1787","7.49","{snap}{shot}>s>","NN"
"snare","5","1012","6.92","{snare}","NN|VB"
"snared","6","64","4.16","{snare}>ed>","VB"
"snarl","5","344","5.84","{snarl}","NN|VB"
"snarled","7","306","5.72","{snarl}>ed>","VB"
"snarling","8","225","5.42","{snarl}>ing>","VB"
"snatch","6","706","6.56","{snatch}","VB"
"snatched","8","486","6.19","{snatch}>ed>","VB"
"snatcher","8","88","4.48","{snatch}>er>","NN"
"snatches","8","138","4.93","{snatch}>s>","NN|VB"
"snatching","9","182","5.20","{snatch}>ing>","VB"
"snazzy","6","362","5.89","{snazzy}","JJ"
"sneak","5","2639","7.88","{sneak}","VB|NN"
"sneaked","7","221","5.40","{sneak}>ed>","VB"
"sneaker","7","221","5.40","{sneak}>er>","NN"
"sneakers","8","867","6.77","{sneak}>er>>s>","NN"
"sneaking","8","827","6.72","{sneak}>ing>","VB"
"sneaks","6","315","5.75","{sneak}>s>","VB|NN"
"sneaky","6","1052","6.96","{sneak}>y>","JJ"
"sneer","5","555","6.32","{sneer}","NN|VB"
"sneered","7","212","5.36","{sneer}>ed>","VB"
"sneering","8","219","5.39","{sneer}>ing>","VB"
"sneers","6","88","4.48","{sneer}>s>","VB|NN"
"sneeze","6","540","6.29","{sneeze}","VB|NN"
"sneezed","7","159","5.07","{sneeze}>ed>","VB"
"sneezing","8","260","5.56","{sneeze}>ing>","VB"
"snick","5","175","5.16","{snick}","NN"
"snicker","7","966","6.87","{snicker}","NN|VB"
"snickered","9","146","4.98","{snicker}>ed>","VB"
"snide","5","900","6.80","{snide}","JJ"
"sniff","5","1868","7.53","{sniff}","VB"
"sniffed","7","317","5.76","{sniff}>ed>","VB"
"sniffer","7","715","6.57","{sniff}>er>","NN"
"sniffing","8","765","6.64","{sniff}>ing>","VB"
"sniffle","7","148","5.00","{sniffle}","VB|NN"
"snip","4","5535","8.62","{snip}","VB|NN"
"snipe","5","291","5.67","{snipe}","VB"
"sniper","6","797","6.68","{snipe}>er>","NN"
"sniping","7","405","6.00","{snipe}>ing>","VB|NN"
"snippet","7","947","6.85","{snip}>et>","NN"
"snippy","6","100","4.61","{snip}>y>","JJ"
"snips","5","149","5.00","{snip}>s>","NN|VB"
"snitch","6","160","5.08","{snitch}","NN|VB"
"snivel","6","63","4.14","{snivel}","VB"
"snivelings","10","1","0.00","{snivel}>ing>>s>","NN"
"snivelling","10","80","4.38","{snivel}>ing>","VB|NN|JJ"
"snob","4","453","6.12","{snob}","NN"
"snobbery","8","270","5.60","{snob}>ery>","NN"
"snobbish","8","195","5.27","{snob}>ish>","JJ"
"snobbishly","10","3","1.10","{snob}>ish>>ly>","RB"
"snobby","6","124","4.82","{snob}>y>","JJ"
"snobs","5","277","5.62","{snob}>s>","NN"
"snook","5","163","5.09","{snook}","NN"
"snoop","5","776","6.65","{snoop}","NN|VB"
"snooping","8","350","5.86","{snoop}>ing>","VB"
"snooty","6","142","4.96","{snoot}>y>","JJ"
"snooze","6","289","5.67","{snooze}","NN|VB"
"snore","5","224","5.41","{snore}","NN|VB"
"snoring","7","315","5.75","{snore}>ing>","VB"
"snorkel","7","336","5.82","{snorkel}","NN|VB"
"snort","5","588","6.38","{snort}","NN|VB"
"snorted","7","345","5.84","{snort}>ed>","VB"
"snot","4","498","6.21","{snot}","NN"
"snotty","6","407","6.01","{snot}>y>","JJ"
"snout","5","251","5.53","{snout}","NN"
"snow","4","20209","9.91","{snow}","NN|VB"
"snowball","8","484","6.18","{snow}{ball}","NN|VB"
"snowballs","9","148","5.00","{snow}{ball}>s>","NN|VB"
"snowblind","9","372","5.92","{snow}{blind}","JJ"
"snowbound","9","51","3.93","{snow}{bound}","JJ"
"snowdrift","9","14","2.64","{snow}{drift}","NN"
"snowed","6","393","5.97","{snow}>ed>","VB"
"snowfall","8","354","5.87","{snow}{fall}","NN"
"snowfield","9","4","1.39","{snow}{field}","NN"
"snowflake","9","250","5.52","{snow}{flake}","NN"
"snowflakes","10","160","5.08","{snow}{flake}>s>","NN"
"snowing","7","439","6.08","{snow}>ing>","VB"
"snowman","7","799","6.68","{snow}{man}","NN"
"snowplough","10","0","0.00","{snow}{plough}","NN|VB"
"snows","5","348","5.85","{snow}>s>","NN|VB"
"snow's","6","86","4.45","{snow}>'s>","encl"
"shuttling","9","89","4.49","{shuttle}>ing>","VB|NN"
"shy","3","4115","8.32","{shy}","JJ|NN|VB"
"shyly","5","220","5.39","{shy}>ly>","RB"
"Siamese","7","1059","6.97","{siam}>ese>","NN|JJ"
"Siberia","7","980","6.89","{siberia}","NN"
"Siberian","8","799","6.68","{siberia}>n>","JJ|NN"
"sibilant","8","520","6.25","{sibil--ant}","JJ|NN"
"sibling","7","789","6.67","{sib--ling}","NN"
"sibyls","6","2","0.69","{sibyl}>s>","NN"
"sic","3","4488","8.41","{sic}","RB|minor"
"Sicilian","8","372","5.92","{sicily}>an>","JJ|NN"
"Sicilians","9","13","2.56","{sicily}>an>>s>","NN"
"Sicily","6","332","5.81","{sicily}","NN"
"sick","4","22109","10.00","{sick}","JJ|NN|VB"
"sickbay","7","641","6.46","{sick}{bay}","NN"
"sickbed","7","29","3.37","{sick}{bed}","NN"
"sicken","6","91","4.51","{sick}>en>","VB"
"sickened","8","266","5.58","{sick}>en>>ed>","VB|JJ"
"sickening","9","654","6.48","{sick}>en>>ing>","JJ|VB"
"sicker","6","193","5.26","{sick}>er>","JJ"
"sickish","7","0","0.00","{sick}>ish>","JJ"
"sickle","6","393","5.97","{sickle}","JJ"
"sickly","6","351","5.86","{sick}>ly>","JJ|RB"
"sickness","8","1765","7.48","{sick}>ness>","NN"
"sickroom","8","12","2.48","{sick}{room}","NN"
"side","4","112408","11.63","{side}","NN|VB|JJ"
"sidearms","8","112","4.72","{side}{arm}>s>","NN"
"sideboard","9","503","6.22","{side}{board}","NN"
"sideboards","10","77","4.34","{side}{board}>s>","NN"
"sideburns","9","130","4.87","{side}{burn}>s>","NN"
"sidecar","7","124","4.82","{side}{car}","NN"
"sided","5","1976","7.59","{side}>ed>","VB"
"sidekick","8","1176","7.07","{side}{kick}","NN"
"sidelight","9","59","4.08","{side}{light}","NN"
"sideline","8","355","5.87","{side}{line}","NN"
"sidelines","9","538","6.29","{side}{line}>s>","NN"
"sidelong","8","54","3.99","{side}{long}","JJ"
"sides","5","22750","10.03","{side}>s>","NN|VB"
"side's","6","221","5.40","{side}>'s>","encl"
"sidesaddle","10","33","3.50","{side}{saddle}","NN|RB"
"sideshow","8","379","5.94","{side}{show}","NN"
"sidesplitting","13","8","2.08","{side}-{split}>ing>","JJ"
"sidestep","8","266","5.58","{side}{step}","VB|NN"
"sidesteps","9","64","4.16","{side}{step}>s>","VB|NN"
"sideswipe","9","91","4.51","{side}{swipe}","NN|VB"
"sidetrack","9","115","4.74","{side}{track}","VB"
"sidewalk","8","1502","7.31","{side}{walk}","NN"
"sidewalks","9","680","6.52","{side}{walk}>s>","NN"
"sideward","8","15","2.71","{side}>ward>","JJ|RB"
"sideways","8","2048","7.62","{side}{way}>s>","RB|NN|JJ"
"sidewise","8","19","2.94","{side}>wise>","RB"
"sidewinder","10","486","6.19","{side}{wind}>er>","NN"
"siding","6","563","6.33","{side}>ing>","NN|VB"
"sidle","5","19","2.94","{sidle}","VB"
"sidled","6","42","3.74","{sidle}>ed>","VB"
"Sidney","6","1307","7.18","{sidney}","NN"
"Sidney's","8","22","3.09","{sidney}>'s>","encl"
"siege","5","1739","7.46","{siege}","NN"
"Siegfried","9","354","5.87","{siegfried}","NN"
"sienna","6","37","3.61","{sienna}","JJ|NN"
"sierra","6","5887","8.68","{sierra}","NN"
"sierras","7","184","5.21","{sierra}>s>","NN"
"siesta","6","315","5.75","{siesta}","NN"
"sieve","5","494","6.20","{sieve}","NN|VB"
"sift","4","769","6.65","{sift}","VB|NN"
"sifted","6","214","5.37","{sift}>ed>","VB"
"sifter","6","16","2.77","{sift}>er>","NN"
"sifting","7","309","5.73","{sift}>ing>","NN|VB"
"sigh","4","8526","9.05","{sigh}","NN|VB"
"sighed","6","2220","7.71","{sigh}>ed>","VB"
"sighing","7","329","5.80","{sigh}>ing>","VB"
"sighs","5","578","6.36","{sigh}>s>","NN|VB"
"sight","5","14322","9.57","{sight}","NN|VB"
"sighted","7","832","6.72","{sight}>ed>","VB"
"sighting","8","1878","7.54","{sight}>ing>","NN|VB"
"sightless","9","44","3.78","{sight}>less>","JJ"
"sights","6","2292","7.74","{sight}>s>","NN|VB"
"sightsee","8","34","3.53","{sight}{see}","VB"
"sightseeing","11","451","6.11","{sight}{see}>ing>","NN|VB|JJ"
"sightseer","9","3","1.10","{sight}{see}>er>","NN"
"sigma","5","2805","7.94","{sigma}","NN"
"Sigmund","7","840","6.73","{sigmund}","NN"
"sign","4","39389","10.58","{sign}","NN|VB"
"signal","6","28245","10.25","{sign}>al>","NN|VB"
"signaled","8","331","5.80","{sign}>al>>ed>","VB"
"signaling","9","770","6.65","{sign}>al>>ing>","VB|NN"
"signally","8","13","2.56","{sign}>al>>ly>","RB"
"signalman","9","18","2.89","{sign}>al>{man}","NN"
"signals","7","10984","9.30","{sign}>al>>s>","NN|VB"
"signature","9","20062","9.91","{sign}>ature>","NN"
"signatures","10","6798","8.82","{sign}>ature>>s>","NN"
"signed","6","27435","10.22","{sign}>ed>","VB"
"signers","7","183","5.21","{sign}>er>>s>","NN"
"significance","12","6015","8.70","{sign}>ify>>ance>","NN"
"significant","11","32223","10.38","{sign}>ify>>ant>","JJ"
"signified","9","162","5.09","{sign}>ify>>ed>","VB"
"signifies","9","592","6.38","{sign}>ify>>s>","VB"
"signify","7","662","6.50","{sign}>ify>","VB"
"signification","13","64","4.16","{sign}>ify>>ation>","NN"
